templateId,key,label_ar,label_fr,type,required,example,validation,notes,needsReview
"altzam-tswyh-wdhayh-drajh-naryh","cin","ا","","cin","true","Example","{""required"":true,""regex"":""^[A-Z0-9s-]{3,20}$"",""maxLength"":20}","detectedBy=keyword","true"
"altzam-tswyh-wdhayh-drajh-naryh","signature","التــــــــــزام أنا الموقعة أسفله","التــــــــــزام أنا الموقعة أسفله :السيدة زعيمة بوطويل ، المزدادة في 1963  ، الحاملة للبطاقة الوطنية عدد F311140 و الساكنة بتجزئة تريفة 02 السعيدية  بموجب هذا اشهد على نفسي واصرح بشرفي بانني ساقوم بتسوية جميع الوثائق اللازمة لتثبيت لوحة رقم التسجيل بخصوص دراجتي النارية الحاملة للبيانات التالية خلال هذا الاسبوع .BLET CYCLOMOTEUR    النوع                :رقم الاطار الحديدي :  LBFXCBGL8H1117504اللون                 : رماديحررت هذا التصريح للإدلاء به عند الحاجة و الاقتضاء .2017.11.07   السعيدية فيالإمضاء:","signature","true","Example","{""required"":true,""type"":""signature""}","detectedBy=keyword",""
