templateId,key,label_ar,label_fr,type,required,example,validation,notes,needsReview
"tsryh-balshrf-drajh-naryh","cin","ت","","cin","true","Example","{""required"":true,""regex"":""^[A-Z0-9s-]{3,20}$"",""maxLength"":20}","detectedBy=keyword","true"
"tsryh-balshrf-drajh-naryh","signature","تصريح بالشرفأنا الموقعة أسفله","تصريح بالشرفأنا الموقعة أسفله :السيدة زعيمة بوطويل ، المزدادة في 1963  ، الحاملة للبطاقة الوطنية عدد F311140 و الساكنة بتجزئة تريفة 02 السعيدية  بموجب هذا اشهد على نفسي واصرح بشرفي بان الدراجة النارية الواردة بياناتها اسفله في ملكي BLET CYCLOMOTEUR    النوع                :رقم الاطار الحديدي :  LBFXCBGL8H1117504اللون                 : رماديحرر  للإدلاء به عند الحاجة و الاقتضاء .2017.11.07   السعيدية فيالإمضاء:","signature","true","Example","{""required"":true,""type"":""signature""}","detectedBy=keyword",""
